Course Name,Course Code,Component,Major,Room,Day,Start Time,End Time,Seats,Faculty,L/T/P Hour,Open as UWE,Type,Class Notes
Analog Circuits,ECE204,LEC1,ECE21 ECE22 ECE23 ECE24,,MW,9:30 AM,11:00 AM,110,"Atul Vir Singh[20500082],
",3,YES,,
Analog Circuits,ECE204,PRAC1,ECE21,C205,F,1:00 PM,3:00 PM,28,"Atul Vir Singh[20500082],
",2,YES,,
Analog Circuits,ECE204,PRAC2,ECE22,C205,W,1:00 PM,3:00 PM,28,"Madhur Deo Upadhayay[20500212],
",2,YES,,
Analog Circuits,ECE204,PRAC3,ECE23,C205,W,3:00 PM,5:00 PM,27,"Madhur Deo Upadhayay[20500212],
",2,YES,,
Analog Circuits,ECE204,PRAC4,ECE24,C205,T,12:00 PM,2:00 PM,27,"Madhur Deo Upadhayay[20500212],
",2,YES,,
Electromagnetic Engineering,ECE205,LEC1,ECE21 ECE22 ECE23 ECE24,,TThF,9:00 AM,10:00 AM,110,"Amit  Bakshi[20500252],
",3,YES,,
Electromagnetic Engineering,ECE205,TUT1,ECE21 ECE22,,F,3:00 PM,4:00 PM,37,"Amit  Bakshi[20500252],
",1,YES,,
Electromagnetic Engineering,ECE205,TUT2,ECE23 ECE24,,F,4:00 PM,5:00 PM,37,"Amit  Bakshi[20500252],
",1,YES,,
Power Electronics and Machine,ECE206,LEC1,ECE21 ECE22 ECE23 ECE24,,TThF,10:00 AM,11:00 AM,110,"Dinkar  Prasad[20500201],
",3,YES,,
Power Electronics and Machine,ECE206,PRAC1,ECE21,C106,M,1:00 PM,3:00 PM,28,"Dinkar  Prasad[20500201],
",2,YES,,
Power Electronics and Machine,ECE206,PRAC2,ECE22,C106,M,3:00 PM,5:00 PM,28,"Dinkar  Prasad[20500201],
",2,YES,,
Power Electronics and Machine,ECE206,PRAC3,ECE23,C106,W,1:00 PM,3:00 PM,27,"Dinkar  Prasad[20500201],
",2,YES,,
Power Electronics and Machine,ECE206,PRAC4,ECE24,C106,W,3:00 PM,5:00 PM,27,"Dinkar  Prasad[20500201],
",2,YES,,
Principles of Communication...,ECE207,LEC1,ECE21 ECE22 ECE23 ECE24,,MW,11:00 AM,12:30 PM,110,"Kamal  Singh[20501547],
",3,YES,,
Principles of Communication...,ECE207,PRAC1,ECE21,C217,W,1:00 PM,3:00 PM,28,"Kamal  Singh[20501547],
",2,YES,,
Principles of Communication...,ECE207,PRAC2,ECE22,C217,W,3:00 PM,5:00 PM,28,"Kamal  Singh[20501547],
",2,YES,,
Principles of Communication...,ECE207,PRAC3,ECE23,C217,M,1:00 PM,3:00 PM,27,"Kamal  Singh[20501547],
",2,YES,,
Principles of Communication...,ECE207,PRAC3,ECE24,C217,M,3:00 PM,5:00 PM,27,"Kamal  Singh[20501547],
",2,YES,,
Detection and Estimation,ECE371,LEC1,EEE3YR ECE3YR EEE4YR ECE4YR,,TTh,3:30 PM,5:00 PM,60,"Govind  Sharma[20501765],
",3,YES,Major Elective,
Modern Control Systems,ECE372,LEC1,EEE3YR EEE4YR ECE3YR ECE4YR,,MWF,5:00 PM,6:00 PM,60,"Sandeep Kumar Soni[20501733],
",3,NO,Major Elective,
Modern Control Systems,ECE372,TUT1,EEE3YR EEE4YR ECE3YR ECE4YR,,Th,5:00 PM,6:00 PM,60,"Sandeep Kumar Soni[20501733],
",1,NO,Major Elective,
Principles of Microeconomics,ECO101,LEC1,UWE,,TTh,2:00 PM,3:30 PM,60,"Sapna  Sharma[20501769],
",3,YES,,
Principles of Microeconomics,ECO101,TUT1,UWE,,M,5:00 PM,6:00 PM,30,,1,YES,,
Principles of Microeconomics,ECO101,TUT2,UWE,,M,5:00 PM,6:00 PM,30,,1,YES,,
Principles of Macroeconomics,ECO102,LEC1,ECO1YR ENF1YR,,TTh,2:00 PM,3:30 PM,100,"Suchismita  Tarafdar[20500106],
",3,NO,,
Principles of Macroeconomics,ECO102,LEC2,UWE,,TTh,3:30 PM,5:00 PM,140,"Suchismita  Tarafdar[20500106],
",3,YES,,
Principles of Macroeconomics,ECO102,TUT1,ECO11,,F,5:00 PM,6:00 PM,23,,1,NO,,
Principles of Macroeconomics,ECO102,TUT2,ECO12,,F,5:00 PM,6:00 PM,22,,1,NO,,
Principles of Macroeconomics,ECO102,TUT3,ENF11,,W,6:00 PM,7:00 PM,27,"Suchismita  Tarafdar[20500106],
",1,NO,,
Principles of Macroeconomics,ECO102,TUT4,ENF12,,W,6:00 PM,7:00 PM,27,"Suchismita  Tarafdar[20500106],
",1,NO,,
Principles of Macroeconomics,ECO102,TUT5,UWE,,M,6:00 PM,7:00 PM,30,"Suchismita  Tarafdar[20500106],
",1,YES,,
Principles of Macroeconomics,ECO102,TUT6,UWE,,W,6:00 PM,7:00 PM,30,"Suchismita  Tarafdar[20500106],
",1,YES,,
Principles of Macroeconomics,ECO102,TUT7,UWE,,F,6:00 PM,7:00 PM,30,"Suchismita  Tarafdar[20500106],
",1,YES,,
Principles of Macroeconomics,ECO102,TUT8,UWE,,T,6:00 PM,7:00 PM,30,"Suchismita  Tarafdar[20500106],
",1,YES,,
Introductory Econometrics,ECO203,LEC1,ECO21 ENF21,,MW,1:00 PM,2:30 PM,60,"Shampa  Bhattacharjee[20500436],
",3,NO,,
Introductory Econometrics,ECO203,LEC2,ECO22 ENF22,,MW,3:30 PM,5:00 PM,60,"Shampa  Bhattacharjee[20500436],
",3,NO,,
Introductory Econometrics,ECO203,TUT1,ECO21,,M,5:00 PM,6:00 PM,30,"Shampa  Bhattacharjee[20500436],
",1,NO,,
Introductory Econometrics,ECO203,TUT2,ECO22,,M,5:00 PM,6:00 PM,30,"Shampa  Bhattacharjee[20500436],
",1,NO,,
Introductory Econometrics,ECO203,TUT3,ENF21,,M,5:00 PM,6:00 PM,30,"Shampa  Bhattacharjee[20500436],
",1,NO,,
Introductory Econometrics,ECO203,TUT4,ENF22,,W,5:00 PM,6:00 PM,30,"Shampa  Bhattacharjee[20500436],
",1,NO,,
Basic Data Anal.& Econometrics,ECO213,LEC1,UWE,,TTh,2:00 PM,3:30 PM,60,"Shabana  Mitra[20501444],
",3,YES,,
Basic Data Anal.& Econometrics,ECO213,TUT1,UWE,,F,5:00 PM,6:00 PM,30,"Shabana  Mitra[20501444],
",1,YES,,
Basic Data Anal.& Econometrics,ECO213,TUT2,UWE,,W,5:00 PM,6:00 PM,30,"Shabana  Mitra[20501444],
",1,YES,,
Intermediate Microeconomics,ECO301,LEC1,ECO11 ENF11,,MW,8:00 AM,9:30 AM,120,"Shraman  Banerjee[20501180]
",3,YES,,
Intermediate Microeconomics,ECO301,LEC2,ECO12 ENF12,,TTh,3:30 PM,5:00 PM,120,"Parul  Gupta[20501773],
",3,YES,,
Intermediate Microeconomics,ECO301,TUT1,ECO11,,M,6:00 PM,7:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT2,ECO12,,M,6:00 PM,7:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT3,ENF11,,F,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT4,ENF12,,F,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT5,UWE,,M,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT6,UWE,,W,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT7,UWE,,M,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intermediate Microeconomics,ECO301,TUT8,UWE,,W,5:00 PM,6:00 PM,30,"Parul  Gupta[20501773],
",1,YES,,
Intro. Environmental Economics,ECO335,LEC1,ECO3YR ENF3YR,,TTh,3:30 PM,5:00 PM,60,"Ram  Ranjan[20501201],
",3,YES,Major Elective,
Intro. Environmental Economics,ECO335,TUT1,ECO3YR,,F,1:00 PM,2:00 PM,30,"Ram  Ranjan[20501201],
",1,YES,Major Elective,
Intro. Environmental Economics,ECO335,TUT2,ENF3YR,,M,5:00 PM,6:00 PM,30,"Ram  Ranjan[20501201],
",1,YES,Major Elective,
Public Economics,ECO354,LEC1,ECO3YR ENF3YR,,MW,9:30 AM,11:00 AM,60,"Kurt James Horner[20501101],
",3,YES,Major Elective,
Public Economics,ECO354,TUT1,ECO3YR,,M,6:00 PM,7:00 PM,30,"Kurt James Horner[20501101],
",1,YES,Major Elective,
Public Economics,ECO354,TUT2,ENF3YR,,T,5:00 PM,6:00 PM,30,"Kurt James Horner[20501101],
",1,YES,Major Elective,
International Finance,ECO367,LEC1,ECO3YR ENF3YR,,TTh,2:00 PM,3:30 PM,60,"Amrita Ghosh Dastidar[20501776],
",3,YES,Major Elective,
International Finance,ECO367,TUT1,ECO3YR,,F,2:00 PM,3:00 PM,30,"Amrita Ghosh Dastidar[20501776],
",1,YES,Major Elective,
International Finance,ECO367,TUT2,ENF3YR,,W,5:00 PM,6:00 PM,30,"Amrita Ghosh Dastidar[20501776],
",1,YES,Major Elective,
Behavioural Economics,ECO374,LEC1,ECO3YR ENF3YR,,TTh,2:00 PM,3:30 PM,60,"Punarjit  Roychowdhury[20501489],
",3,YES,Major Elective,
Behavioural Economics,ECO374,TUT1,ECO3YR,,F,2:00 PM,3:00 PM,30,"Punarjit  Roychowdhury[20501489],
",1,YES,Major Elective,
Behavioural Economics,ECO374,TUT2,ENF3YR,,F,5:00 PM,6:00 PM,30,"Punarjit  Roychowdhury[20501489],
",1,YES,Major Elective,
Advanced Microeconomics,ECO401,LEC1,ECO3YR,,TTh,9:30 AM,11:00 AM,60,"Abhimanyu  Khan[20500783],
",3,NO,,
Advanced Microeconomics,ECO401,TUT1,ECO31,,Th,5:00 PM,6:00 PM,30,"Abhimanyu  Khan[20500783],
",1,NO,,
Advanced Microeconomics,ECO401,TUT2,ECO32,,W,5:00 PM,6:00 PM,30,"Abhimanyu  Khan[20500783],
",1,NO,,
Industrial Organization,ECO431,LEC1,ECO3YR ENF3YR,,TTh,3:30 PM,5:00 PM,60,"Sandro  Brusco[20501516],
",3,YES,Major Elective,
Industrial Organization,ECO431,TUT1,ECO3YR,,F,1:00 PM,2:00 PM,30,"Sandro  Brusco[20501516],
",1,YES,Major Elective,
Industrial Organization,ECO431,TUT2,ENF3YR,,M,5:00 PM,6:00 PM,30,"Sandro  Brusco[20501516],
",1,YES,Major Elective,
Economics of Social Identity..,ECO436,LEC1,ECO3YR ENF3YR,,MW,3:30 PM,5:00 PM,60,"Ashokankur  Datta[20500130],
",3,NO,Major Elective,
Economics of Social Identity..,ECO436,TUT1,ECO3YR ENF3YR,,W,6:00 PM,7:00 PM,30,"Ashokankur  Datta[20500130],
",1,NO,Major Elective,
Economics of Social Identity..,ECO436,TUT2,ECO3YR ENF3YR,,F,6:00 PM,7:00 PM,30,"Ashokankur  Datta[20500130],
",1,NO,Major Elective,
International Economics,ECO461,LEC1,ECO2YR ENF3YR,,TTh,2:00 PM,3:30 PM,60,"Trishita Ray Barman[20500579],
",3,YES,,
International Economics,ECO461,TUT1,ECO2YR,,F,2:00 PM,3:00 PM,30,"Trishita Ray Barman[20500579],
",1,YES,,
International Economics,ECO461,TUT2,ENF3YR,,W,5:00 PM,6:00 PM,30,"Trishita Ray Barman[20500579],
",1,YES,,
Labour mkt. & the Macroeconoy,ECO482,LEC1,ECO3YR ENF3YR,,MW,1:00 PM,2:30 PM,60,"Kurt James Horner[20501101],
",3,NO,Major Elective,
Labour mkt. & the Macroeconoy,ECO482,TUT1,ECO3YR,,T,5:00 PM,6:00 PM,30,"Kurt James Horner[20501101],
",1,NO,Major Elective,
Labour mkt. & the Macroeconoy,ECO482,TUT2,ENF3YR,,F,4:00 PM,5:00 PM,30,"Kurt James Horner[20501101],
",1,NO,Major Elective,
UG Research Thesis I,ECO494,PRAC1,ECO4YR,,,,,,Shampa Bhattacharjee,,NO,,
UG Research Thesis II,ECO495,PRAC1,,,,,,40,Shampa Bhattacharjee,,NO,,
Power Engineering,EED307,LEC1,EEE3YR,,TThF,9:00 AM,10:00 AM,50,"Himanshu Sekhar Sahu[20501348],
",3,NO,,
Power Engineering,EED307,PRAC1,EEE31,D215,M,3:00 PM,5:00 PM,25,"Himanshu Sekhar Sahu[20501348],
",2,NO,,
Power Engineering,EED307,PRAC2,EEE32,D215,W,3:00 PM,5:00 PM,25,"Himanshu Sekhar Sahu[20501348],
",2,NO,,
Embedded Systems Hardware,EED308,LEC1,EEE3YR ECE3YR,,TThF,10:00 AM,11:00 AM,160,"Rohit  Singh[20501073],
",3,YES,,
Embedded Systems Hardware,EED308,PRAC1,EEE31,C105,F,1:00 PM,3:00 PM,25,"Rohit  Singh[20501073],
",2,YES,,
Embedded Systems Hardware,EED308,PRAC2,EEE32,C105,F,3:00 PM,5:00 PM,25,"Rohit  Singh[20501073],
",2,YES,,
Embedded Systems Hardware,EED308,PRAC3,ECE31,C105,W,1:00 PM,3:00 PM,28,"Rohit  Singh[20501073],
",2,YES,,
Embedded Systems Hardware,EED308,PRAC4,ECE32,C105,W,3:00 PM,5:00 PM,28,"Venkatnarayan  Hariharan[20501411],
",2,YES,,
Embedded Systems Hardware,EED308,PRAC5,ECE33,C105,M,1:00 PM,3:00 PM,27,"Venkatnarayan  Hariharan[20501411],
",2,YES,,
Embedded Systems Hardware,EED308,PRAC6,ECE34,C105,M,3:00 PM,5:00 PM,27,"Venkatnarayan  Hariharan[20501411],
",2,YES,,
Digital Communication,EED350,LEC1,ECE31 ECE32 ECE33 ECE34,,MW,11:00 AM,12:00 PM,110,"Vijaykumar  Chakka[20500251],
",3,YES,,
Digital Communication,EED350,LEC1,ECE31 ECE32 ECE33 ECE34,,T,1:00 PM,2:00 PM,110,"Vijaykumar  Chakka[20500251],
",3,YES,,
Digital Communication,EED350,TUT1,ECE31 ECE32,,F,3:00 PM,5:00 PM,56,"Vijaykumar  Chakka[20500251],
",1,YES,,
Digital Communication,EED350,TUT2,ECE33 ECE34,,F,1:00 PM,3:00 PM,54,"Vijaykumar  Chakka[20500251],
",1,YES,,
High Voltage Engineering,EED356,LEC1,ECE4YR,,TThF,10:00 AM,11:00 AM,40,"Amit  Bakshi[20500252],
",3,NO,Major Elective,
Applied Machine Learning,EED363,LEC1,EEE3YR ECE3YR,,MW,8:00 AM,9:30 AM,60,"Vinod  Sharma[20501615],
",3,YES,Major Elective,
Applied Machine Learning,EED363,TUT1,EEE3YR ECE3YR,,T,5:00 PM,6:00 PM,60,"Vinod  Sharma[20501615],
",1,YES,Major Elective,
Information Theory and Coding,EED368,LEC1,ECE3YR,,MW,9:30 AM,11:00 AM,110,"Rakesh Kumar Bansal[20501766],
",3,YES,,
MEMS Technology and Devices,EED369,LEC1,EEE4YR ECE4YR,,TTh,2:00 PM,3:30 PM,40,"Atul Vir Singh[20500082],
",3,NO,Major Elective,
Power System Ops. and Control,EED372,LEC1,EEE4YR,,TThF,10:00 AM,11:00 AM,40,"Himanshu Sekhar Sahu[20501348],
",3,NO,Major Elective,
Radar Engineering,EED374,LEC1,ECE3YR,,TTh,2:00 PM,3:30 PM,60,"Madhur Deo Upadhayay[20500212],
",3,YES,Major Elective,
Special Topics in RF & Micro..,EED377,LEC1,EEE4YR ECE4YR,,TThF,9:00 AM,10:00 AM,40,"Jitendra  Prajapati[20501015],
",3,NO,Major Elective,
Intro. to VLSI & WBG Devices..,EED378,LEC1,EEE3YR ECE3YR EEE4YR ECE4YR,,MWF,5:00 PM,6:00 PM,40,"Amitabh  Chatterjee[20501205],
",3,NO,Major Elective,
VLSI Technology and Design,EED401,LEC1,ECE31 ECE32 ECE33 ECE34,,TThF,9:00 AM,10:00 AM,110,"Sonal  Singhal[20500080],
",3,YES,,
VLSI Technology and Design,EED401,PRAC1,ECE31,C303,M,1:00 PM,3:00 PM,28,"Sonal  Singhal[20500080],
",2,YES,,
VLSI Technology and Design,EED401,PRAC2,ECE32,C303,M,3:00 PM,5:00 PM,28,"Sonal  Singhal[20500080],
",2,YES,,
VLSI Technology and Design,EED401,PRAC3,ECE33,C303,W,1:00 PM,3:00 PM,27,"Sonal  Singhal[20500080],
",2,YES,,
VLSI Technology and Design,EED401,PRAC4,ECE34,C303,W,3:00 PM,5:00 PM,27,"Sonal  Singhal[20500080],
",2,YES,,
Electric Drives,EED402,LEC1,ECE31 ECE32 ECE33 ECE34,,TThF,8:00 AM,9:00 AM,50,"Dinkar  Prasad[20500201],
",3,YES,,
Electric Drives,EED402,PRAC1,ECE31 ECE32,D013,F,1:00 PM,3:00 PM,25,"Dinkar  Prasad[20500201],
",2,YES,,
Electric Drives,EED402,PRAC2,ECE33 ECE34,D013,F,3:00 PM,5:00 PM,25,"Dinkar  Prasad[20500201],
",2,YES,,
Major Project 2,EED498,PRAC1,EEE4YR ECE4YR,C105,,,,135,"Upendra  Pandey[20501071],
Himanshu Sekhar Sahu[20501348],
",,NO,,
Academic Writing,ENG104,LEC1,UWE,,MW,9:30 AM,11:00 AM,35,,3,YES,,
Academic Writing,ENG104,LEC2,UWE,,TTh,3:30 PM,5:00 PM,35,,3,YES,,
Academic Writing,ENG104,LEC3,UWE,,TTh,2:00 PM,3:30 PM,35,,3,YES,,
Academic Writing,ENG104,LEC4,UWE,,MW,2:00 PM,3:30 PM,35,,3,YES,,
Academic Writing,ENG104,TUT1,UWE,,F,3:00 PM,4:00 PM,35,,1,YES,,
Academic Writing,ENG104,TUT2,UWE,,F,2:00 PM,3:00 PM,35,,1,YES,,
Academic Writing,ENG104,TUT3,UWE,,F,4:00 PM,5:00 PM,35,,1,YES,,
Academic Writing,ENG104,TUT4,UWE,,F,1:00 PM,2:00 PM,35,,1,YES,,
Fantasy and Science Fiction,ENG142,LEC1,ENG1YR,,MW,9:30 AM,11:00 AM,30,"Sreejata  Paul[20501595],
",3,YES,,
Fantasy and Science Fiction,ENG142,TUT1,ENG1YR,,M,1:00 PM,2:00 PM,30,"Sreejata  Paul[20501595],
",1,YES,,
Drama: Tropes and Adaptations,ENG143,LEC1,ENG1YR,,TTh,2:00 PM,3:30 PM,30,"Diviani  Chaudhuri[20500964],
",3,YES,,
Drama: Tropes and Adaptations,ENG143,TUT1,ENG1YR,,W,2:00 PM,3:00 PM,30,"Diviani  Chaudhuri[20500964],
",1,YES,,
Getting Verse,ENG240,LEC1,ENG2YR,,TTh,2:00 PM,3:30 PM,30,"Sreejata  Paul[20501595],
",3,YES,,
Getting Verse,ENG240,TUT1,ENG2YR,,F,2:00 PM,3:00 PM,30,"Sreejata  Paul[20501595],
",1,YES,,
Intro. to Translation Studies,ENG243,LEC1,ENG2YR,,MW,9:30 AM,11:00 AM,30,"Gatha  Sharma[20500031],
",3,YES,Major Elective,
Intro. to Translation Studies,ENG243,TUT1,ENG2YR,,F,1:00 PM,2:00 PM,30,"Gatha  Sharma[20500031],
",1,YES,Major Elective,
Modernist Literature,ENG244,LEC1,ENG2YR,,TTh,3:30 PM,5:00 PM,30,"Gautama  Polanki[20500313],
",3,YES,Major Elective,
Modernist Literature,ENG244,TUT1,ENG2YR,,F,3:00 PM,4:00 PM,30,"Gautama  Polanki[20500313],
",1,YES,Major Elective,
Landmarks in the Novel Form,ENG343,LEC1,ENG3YR,,MW,2:00 PM,3:30 PM,30,"Teja Varma Pusapati[20500842],
",3,YES,,
Landmarks in the Novel Form,ENG343,TUT1,ENG3YR,,F,1:00 PM,2:00 PM,30,"Teja Varma Pusapati[20500842],
",1,YES,,
Intro. to Postcoloniality,ENG346,LEC1,ENG3YR,,MW,9:30 AM,11:00 AM,30,"Chinmay  Sharma[20501103],
",3,YES,Major Elective,
Intro. to Postcoloniality,ENG346,TUT1,ENG3YR,,F,3:00 PM,4:00 PM,30,"Chinmay  Sharma[20501103],
",1,YES,Major Elective,
Popular Fiction,ENG347,LEC1,ENG3YR,,TTh,2:00 PM,3:30 PM,30,"Aakriti  Mandhwani[20500931],
",3,YES,Major Elective,
Popular Fiction,ENG347,TUT1,ENG3YR,,F,4:00 PM,5:00 PM,30,"Aakriti  Mandhwani[20500931],
",1,YES,Major Elective,
Pol. Prose Writings In India,ENG412,LEC1,ENG4YR,,MW,9:30 AM,11:00 AM,35,"Tapan  Basu[20501771],
",3,YES,Major Elective,
Pol. Prose Writings In India,ENG412,TUT1,ENG4YR,,F,3:00 PM,4:00 PM,35,"Tapan  Basu[20501771],
",1,YES,Major Elective,
World Folk Literature,ENG445,LEC1,ENG4YR,,MW,2:00 PM,3:30 PM,35,"Tulika  Chandra[20500029],
",3,YES,Major Elective,
World Folk Literature,ENG445,TUT1,ENG4YR,,F,1:00 PM,2:00 PM,35,"Tulika  Chandra[20500029],
",1,YES,Major Elective,
Literary Culture .............,ENG447,LEC1,ENG4YR,,TTh,3:30 PM,5:00 PM,35,"Chinmaya Lal  Thakur[20501751],
",3,YES,Major Elective,
Literary Culture .............,ENG447,TUT1,ENG4YR,,F,4:00 PM,5:00 PM,35,"Chinmaya Lal  Thakur[20501751],
",1,YES,Major Elective,
UGRD Supervised Research Paper,ENG499,LEC1,ENG4YR,,,,,20,,,NO,,
UGRD Supervised Research Paper,ENG499,PRAC1,ENG4YR,,,,,20,,,NO,,
Natural Gas Engineering,EWE101,LEC1,UWE,,TTh,3:30 PM,5:00 PM,60,"Dhiraj Kumar Garg[20500374],
",3,YES,,
Managerial Accounting,FAC203,LEC1,BMS11,,TTh,2:00 PM,3:30 PM,136,Vikas Pandey,3,NO,,
Managerial Accounting,FAC203,LEC2,BMS12,,TTh,3:30 PM,5:00 PM,54,Vikas Pandey,3,NO,,
Managerial Accounting,FAC203,LEC3,ENF1YR,,MW,1:00 PM,2:30 PM,10,"MB  Ragupathy[20500227],
",3,NO,,
Corporate Governance,FAC305,LEC1,BMS3YR BMS4YR ENF3YR ENF4YR,,MW,11:00 AM,12:30 PM,60,"Asish Kumar Bhattacharyya[20501374],
",3,YES,Major Elective,
Investment Analysis &  Portfol,FAC307,LEC1,BMS3YR BMS4YR ENF2YR,,TTh,2:00 PM,3:30 PM,60,Ashok Aggarwal,3,YES,,
Financial Markets & Inst.,FAC308,LEC1,ENF2YR,,ThF,6:30 PM,8:00 PM,60,"Sunil K Parameswaran[20501471],
",3,NO,,
Fintech,FAC409,LEC1,BMS3YR BMS4YR ENF2YR ENF3YR,,MW,9:30 AM,11:00 AM,60,"Ankur  Mehra[20500898],
",3,NO,,
Introduction to Mathematical..,ECO348-FAC413,LEC1,BMS3YR,,MW,1:00 PM,3:00 PM,60,"Jaideep  Ghosh[20500378],
",4,YES,Major Elective,
Early Historic South Asia,HIS103,LEC1,HIS1YR,,TThF,10:00 AM,11:00 AM,30,"Meera  visvanathan[20500357],
",3,YES,,
Early Historic South Asia,HIS103,TUT1,HIS1YR,,F,3:00 PM,4:00 PM,30,"Meera  visvanathan[20500357],
",1,YES,,
Bronze Age Civilizations,HIS104,LEC1,HIS1YR HIS2YR,,TTh,2:00 PM,3:30 PM,35,"Sudeshna  Guha[20500519],
",3,YES,,
Bronze Age Civilizations,HIS104,TUT1,HIS1YR HIS2YR,,F,2:00 PM,3:00 PM,35,"Sudeshna  Guha[20500519],
",1,YES,,
Establishment of British Power,HIS206,LEC1,HIS2YR,,TTh,2:00 PM,3:30 PM,30,"Kaustubh Mani Sengupta[20501754],
",3,YES,,
Establishment of British Power,HIS206,TUT1,HIS2YR,,F,2:00 PM,3:00 PM,30,"Kaustubh Mani Sengupta[20501754],
",1,YES,,
Social Change in South Asia,HIS208,LEC1,HIS2YR,,TTh,9:00 AM,10:30 AM,35,"Megha  Sharma[20501753],
",3,YES,,
Social Change in South Asia,HIS208,TUT1,HIS2YR,,M,2:00 PM,3:00 PM,35,"Megha  Sharma[20501753],
",1,YES,,
Contemporary India 1947-1991,HIS209,LEC1,HIS2YR,,MW,9:30 AM,11:00 AM,30,"Ajay Vishwas Dandekar[20500240],
",3,YES,,
Contemporary India 1947-1991,HIS209,TUT1,HIS2YR,,W,2:00 PM,3:00 PM,30,"Ajay Vishwas Dandekar[20500240],
",1,YES,,
Field Methods in Archaeology,HIS213,LEC1,HIS2YR,,MW,11:00 AM,12:00 PM,35,"Charusmita Surendra Gadekar[20501770],
",2,YES,,
Field Methods in Archaeology,HIS213,PRAC1,HIS2YR,,F,1:00 PM,2:00 PM,35,"Charusmita Surendra Gadekar[20501770],
",1,YES,,
South Asia in Historiography,HIS311,LEC1,UWE,,MW,3:00 PM,4:30 PM,35,"Iman Kumar Mitra[20501006],
",3,YES,,
South Asia in Historiography,HIS311,TUT1,UWE,,F,3:00 PM,4:00 PM,35,"Iman Kumar Mitra[20501006],
",1,YES,,
"Temples, Tombs and warriors:..",HIS312,LEC1,HIS3YR HIS4YR,,MW,8:00 AM,9:30 AM,30,"Hemanth  Kadambi[20501041],
",3,YES,Major Elective,
"Temples, Tombs and warriors:..",HIS312,TUT1,HIS3YR HIS4YR,,M,1:00 PM,2:00 PM,30,"Hemanth  Kadambi[20501041],
",1,YES,Major Elective,
Histories of Education & Youth,HIS318,LEC1,HIS3YR HIS4YR,,MW,9:30 AM,11:00 AM,35,"Divya  Kannan[20501004],
",3,YES,Major Elective,
Histories of Education & Youth,HIS318,TUT1,HIS3YR HIS4YR,,W,3:00 PM,4:00 PM,35,"Divya  Kannan[20501004],
",1,YES,,
Historicizing Caste,HIS325,LEC1,UWE,,TTh,3:30 PM,5:00 PM,35,"Meera  visvanathan[20500357],
",3,YES,,
Historicizing Caste,HIS325,TUT1,UWE,,W,2:00 PM,3:00 PM,35,"Meera  visvanathan[20500357],
",1,YES,,
Mapping New Frontiers:,HIS329,LEC1,UWE,,TTh,2:00 PM,3:30 PM,35,"Anubhuti  Maurya[20501099],
",3,YES,,
Mapping New Frontiers:,HIS329,TUT1,UWE,,W,1:00 PM,2:00 PM,35,"Anubhuti  Maurya[20501099],
",1,YES,,
"Cities in Modern South Asia,",HIS330,LEC1,HIS3YR HIS4YR,,TTh,3:30 PM,5:00 PM,35,KAUSTUBH MANI SENGUPTA,3,YES,,
"Cities in Modern South Asia,",HIS330,TUT1,HIS3YR HIS4YR,,W,2:00 PM,3:00 PM,35,KAUSTUBH MANI SENGUPTA,1,YES,,
"Rethinking Global History: Approaches to a ‘Connected World’,",HIS331,LEC1,HIS3YR HIS4YR,,TTh,2:00 PM,3:30 PM,35,MEGHA SHARMA,3,YES,,
"Rethinking Global History: Approaches to a ‘Connected World’,",HIS331,TUT1,HIS3YR HIS4YR,,F,2:00 PM,3:00 PM,35,MEGHA SHARMA,1,YES,,
India in world Affairs,INT103,LEC1,INT1YR,,MW,9:30 AM,11:00 AM,40,"Atul  Mishra[20500723],
",3,YES,,
India in world Affairs,INT103,TUT1,INT1YR,,W,1:00 PM,2:00 PM,40,"Atul  Mishra[20500723],
",1,YES,,
Intl.Orgs. & Global Governance,INT104,LEC1,INT1YR,,MW,2:00 PM,3:30 PM,40,"Priyanka  Pandit[20501601],
",3,YES,,
Intl.Orgs. & Global Governance,INT104,TUT1,INT1YR,,F,2:00 PM,3:00 PM,40,"Priyanka  Pandit[20501601],
",1,YES,,
Theorizing Intl. Relations,INT105,LEC1,INT1YR,,TTh,2:00 PM,3:30 PM,40,"Sruthi  Muraleedharan[20501002],
",3,YES,,
Theorizing Intl. Relations,INT105,TUT1,INT1YR,,F,4:00 PM,5:00 PM,40,"Sruthi  Muraleedharan[20501002],
",1,YES,,
International Security,INT204,LEC1,INT2YR,,MW,9:30 AM,11:00 AM,40,"Medha  .[20501185],
",3,YES,,
International Security,INT204,TUT1,INT2YR,,M,1:00 PM,2:00 PM,40,"Medha  .[20501185],
",1,YES,,
